PICkitminus and PK2CMD minus supported devices.
Device file based on last publicly available PICKitPlus
device file 2.63.218.15 from https://github.com/Anobium/PICKitPlus
Some devices added and fixed by jaka.
Device file and software updates available from
http://kair.us/projects/pickitminus/index.html


Device File Version:   2.64.33
Number of devices = 1588

Device Name                  Device Family               Device ID
PIC24HJ32GP302               Others/PIC24                0x00000645
PIC24HJ32GP304               Others/PIC24                0x00000647
PIC24HJ64GP202               Others/PIC24                0x00000655
PIC24HJ64GP204               Others/PIC24                0x00000657
PIC24HJ64GP206               Others/PIC24                0x00000041
PIC24HJ64GP210               Others/PIC24                0x00000047
PIC24HJ64GP502               Others/PIC24                0x00000675
PIC24HJ64GP504               Others/PIC24                0x00000677
PIC24HJ64GP506               Others/PIC24                0x00000049
PIC24HJ64GP510               Others/PIC24                0x0000004B
PIC24HJ128GP202              Others/PIC24                0x00000665
PIC24HJ128GP204              Others/PIC24                0x00000667
PIC24HJ128GP206              Others/PIC24                0x0000005D
PIC24HJ128GP210              Others/PIC24                0x0000005F
PIC24HJ128GP306              Others/PIC24                0x00000065
PIC24HJ128GP310              Others/PIC24                0x00000067
PIC24HJ128GP502              Others/PIC24                0x0000067D
PIC24HJ128GP504              Others/PIC24                0x0000067F
PIC24HJ128GP506              Others/PIC24                0x00000061
PIC24HJ128GP510              Others/PIC24                0x00000063
PIC24HJ256GP206              Others/PIC24                0x00000071
PIC24HJ256GP210              Others/PIC24                0x00000073
PIC24HJ256GP610              Others/PIC24                0x0000007B
PIC24FJ32GP202               Others/PIC24r2              0x00009A00
PIC24FJ32GP203               Others/PIC24r2              0x00009A04
PIC24FJ32GP205               Others/PIC24r2              0x00009A08
PIC24FJ32GU202               Others/PIC24r2              0x00009A01
PIC24FJ32GU203               Others/PIC24r2              0x00009A05
PIC24FJ32GU205               Others/PIC24r2              0x00009A09
PIC24FJ64GA202               Others/PIC24r2              0x00004C50
PIC24FJ64GA204               Others/PIC24r2              0x00004C51
PIC24FJ64GA306               Others/PIC24r2              0x000046C0
PIC24FJ64GA308               Others/PIC24r2              0x000046C4
PIC24FJ64GA310               Others/PIC24r2              0x000046C8
PIC24FJ64GA702               Others/PIC24r2              0x00007506
PIC24FJ64GA704               Others/PIC24r2              0x00007505
PIC24FJ64GA705               Others/PIC24r2              0x00007507
PIC24FJ64GB202               Others/PIC24r2              0x00004C58
PIC24FJ64GB204               Others/PIC24r2              0x00004C59
PIC24FJ64GC006               Others/PIC24r2              0x00004888
PIC24FJ64GC008               Others/PIC24r2              0x0000488A
PIC24FJ64GC010               Others/PIC24r2              0x00004884
PIC24FJ64GL302               Others/PIC24r2              0x00002200
PIC24FJ64GL303               Others/PIC24r2              0x00002202
PIC24FJ64GL305               Others/PIC24r2              0x00002204
PIC24FJ64GL306               Others/PIC24r2              0x00002206
PIC24FJ64GP202               Others/PIC24r2              0x00009A10
PIC24FJ64GP203               Others/PIC24r2              0x00009A14
PIC24FJ64GP205               Others/PIC24r2              0x00009A18
PIC24FJ64GU202               Others/PIC24r2              0x00009A11
PIC24FJ64GU203               Others/PIC24r2              0x00009A15
PIC24FJ64GU205               Others/PIC24r2              0x00009A19
PIC24FJ128DA106              Others/PIC24r2              0x00004109
PIC24FJ128DA110              Others/PIC24r2              0x0000410B
PIC24FJ128DA206              Others/PIC24r2              0x00004108
PIC24FJ128DA210              Others/PIC24r2              0x0000410A
PIC24FJ128GA202              Others/PIC24r2              0x00004C52
PIC24FJ128GA204              Others/PIC24r2              0x00004C53
PIC24FJ128GA306              Others/PIC24r2              0x000046C2
PIC24FJ128GA308              Others/PIC24r2              0x000046C6
PIC24FJ128GA310              Others/PIC24r2              0x000046CA
PIC24FJ128GA606              Others/PIC24r2              0x00006000
PIC24FJ128GA610              Others/PIC24r2              0x00006001
PIC24FJ128GA702              Others/PIC24r2              0x0000750A
PIC24FJ128GA704              Others/PIC24r2              0x00007509
PIC24FJ128GA705              Others/PIC24r2              0x0000750B
PIC24FJ128GB202              Others/PIC24r2              0x00004C5A
PIC24FJ128GB204              Others/PIC24r2              0x00004C5B
PIC24FJ128GB206              Others/PIC24r2              0x00004100
PIC24FJ128GB210              Others/PIC24r2              0x00004102
PIC24FJ128GB606              Others/PIC24r2              0x00006004
PIC24FJ128GB610              Others/PIC24r2              0x00006005
PIC24FJ128GC006              Others/PIC24r2              0x00004889
PIC24FJ128GC008              Others/PIC24r2              0x0000488B
PIC24FJ128GC010              Others/PIC24r2              0x00004885
PIC24FJ128GL302              Others/PIC24r2              0x00002208
PIC24FJ128GL303              Others/PIC24r2              0x0000220A
PIC24FJ128GL305              Others/PIC24r2              0x0000220C
PIC24FJ128GL306              Others/PIC24r2              0x0000220E
PIC24FJ128GL405              Others/PIC24r2              0x00002300
PIC24FJ128GL406              Others/PIC24r2              0x00002304
PIC24FJ128GL408              Others/PIC24r2              0x00002308
PIC24FJ128GL410              Others/PIC24r2              0x0000230C
PIC24FJ128GU405              Others/PIC24r2              0x00002301
PIC24FJ128GU406              Others/PIC24r2              0x00002305
PIC24FJ128GU408              Others/PIC24r2              0x00002309
PIC24FJ128GU410              Others/PIC24r2              0x0000230D
PIC24FJ256DA106              Others/PIC24r2              0x0000410D
PIC24FJ256DA110              Others/PIC24r2              0x0000410F
PIC24FJ256DA206              Others/PIC24r2              0x0000410C
PIC24FJ256DA210              Others/PIC24r2              0x0000410E
PIC24FJ256GA606              Others/PIC24r2              0x00006008
PIC24FJ256GA610              Others/PIC24r2              0x00006009
PIC24FJ256GA702              Others/PIC24r2              0x0000750E
PIC24FJ256GA704              Others/PIC24r2              0x0000750D
PIC24FJ256GA705              Others/PIC24r2              0x0000750F
PIC24FJ256GB206              Others/PIC24r2              0x00004104
PIC24FJ256GB210              Others/PIC24r2              0x00004106
PIC24FJ256GB606              Others/PIC24r2              0x0000600C
PIC24FJ256GB610              Others/PIC24r2              0x0000600D
PIC24FJ256GL405              Others/PIC24r2              0x00002310
PIC24FJ256GL406              Others/PIC24r2              0x00002314
PIC24FJ256GL408              Others/PIC24r2              0x00002318
PIC24FJ256GL410              Others/PIC24r2              0x0000231C
PIC24FJ256GU405              Others/PIC24r2              0x00002311
PIC24FJ256GU406              Others/PIC24r2              0x00002315
PIC24FJ256GU408              Others/PIC24r2              0x00002319
PIC24FJ256GU410              Others/PIC24r2              0x0000231D
PIC24FJ512GA606              Others/PIC24r2              0x00006010
PIC24FJ512GA610              Others/PIC24r2              0x00006011
PIC24FJ512GB606              Others/PIC24r2              0x00006014
PIC24FJ512GB610              Others/PIC24r2              0x00006015
PIC24FJ512GL405              Others/PIC24r2              0x00002320
PIC24FJ512GL406              Others/PIC24r2              0x00002324
PIC24FJ512GL408              Others/PIC24r2              0x00002328
PIC24FJ512GL410              Others/PIC24r2              0x0000232C
PIC24FJ512GU405              Others/PIC24r2              0x00002321
PIC24FJ512GU406              Others/PIC24r2              0x00002325
PIC24FJ512GU408              Others/PIC24r2              0x00002329
PIC24FJ512GU410              Others/PIC24r2              0x0000232D
PIC24FJ1024GA606             Others/PIC24r2              0x00006018
PIC24FJ1024GA610             Others/PIC24r2              0x00006019
PIC24FJ1024GB606             Others/PIC24r2              0x0000601C
PIC24FJ1024GB610             Others/PIC24r2              0x0000601D
DSPIC33EP32GP502             Others/PIC24EP              0x00001C0D
DSPIC33EP32GP503             Others/PIC24EP              0x00001C0E
DSPIC33EP32GP504             Others/PIC24EP              0x00001C0C
DSPIC33EP32MC202             Others/PIC24EP              0x00001C01
DSPIC33EP32MC203             Others/PIC24EP              0x00001C02
DSPIC33EP32MC204             Others/PIC24EP              0x00001C00
DSPIC33EP32MC502             Others/PIC24EP              0x00001C05
DSPIC33EP32MC503             Others/PIC24EP              0x00001C06
DSPIC33EP32MC504             Others/PIC24EP              0x00001C04
DSPIC33EP64GP502             Others/PIC24EP              0x00001D2D
DSPIC33EP64GP503             Others/PIC24EP              0x00001D2E
DSPIC33EP64GP504             Others/PIC24EP              0x00001D2C
DSPIC33EP64GP506             Others/PIC24EP              0x00001D2F
DSPIC33EP64MC202             Others/PIC24EP              0x00001D21
DSPIC33EP64MC203             Others/PIC24EP              0x00001D22
DSPIC33EP64MC204             Others/PIC24EP              0x00001D20
DSPIC33EP64MC206             Others/PIC24EP              0x00001D23
DSPIC33EP64MC502             Others/PIC24EP              0x00001D25
DSPIC33EP64MC503             Others/PIC24EP              0x00001D26
DSPIC33EP64MC504             Others/PIC24EP              0x00001D24
DSPIC33EP64MC506             Others/PIC24EP              0x00001D27
DSPIC33EP128GP502            Others/PIC24EP              0x00001E4D
DSPIC33EP128GP504            Others/PIC24EP              0x00001E4C
DSPIC33EP128GP506            Others/PIC24EP              0x00001E4F
DSPIC33EP128MC202            Others/PIC24EP              0x00001E41
DSPIC33EP128MC204            Others/PIC24EP              0x00001E40
DSPIC33EP128MC206            Others/PIC24EP              0x00001E43
DSPIC33EP128MC502            Others/PIC24EP              0x00001E45
DSPIC33EP128MC504            Others/PIC24EP              0x00001E44
DSPIC33EP128MC506            Others/PIC24EP              0x00001E47
DSPIC33EP256GP502            Others/PIC24EP              0x00001F6D
DSPIC33EP256GP504            Others/PIC24EP              0x00001F6C
DSPIC33EP256GP506            Others/PIC24EP              0x00001F6F
DSPIC33EP256MC202            Others/PIC24EP              0x00001F61
DSPIC33EP256MC204            Others/PIC24EP              0x00001F60
DSPIC33EP256MC206            Others/PIC24EP              0x00001F63
DSPIC33EP256MC502            Others/PIC24EP              0x00001F65
DSPIC33EP256MC504            Others/PIC24EP              0x00001F64
DSPIC33EP256MC506            Others/PIC24EP              0x00001F67
DSPIC33EP256MU806            Others/PIC24EP              0x0000185A
DSPIC33EP256MU810            Others/PIC24EP              0x00001862
DSPIC33EP256MU814            Others/PIC24EP              0x00001863
DSPIC33EP512GP502            Others/PIC24EP              0x0000178D
DSPIC33EP512GP504            Others/PIC24EP              0x0000178C
DSPIC33EP512GP506            Others/PIC24EP              0x0000178F
DSPIC33EP512GP806            Others/PIC24EP              0x0000187D
DSPIC33EP512MC202            Others/PIC24EP              0x00001781
DSPIC33EP512MC204            Others/PIC24EP              0x00001780
DSPIC33EP512MC206            Others/PIC24EP              0x00001783
DSPIC33EP512MC502            Others/PIC24EP              0x00001785
DSPIC33EP512MC504            Others/PIC24EP              0x00001784
DSPIC33EP512MC506            Others/PIC24EP              0x00001787
DSPIC33EP512MC806            Others/PIC24EP              0x00001879
DSPIC33EP512MU810            Others/PIC24EP              0x00001872
DSPIC33EP512MU814            Others/PIC24EP              0x00001873
PIC24EP32GP202               Others/PIC24EP              0x00001C19
PIC24EP32GP203               Others/PIC24EP              0x00001C1A
PIC24EP32GP204               Others/PIC24EP              0x00001C18
PIC24EP32MC202               Others/PIC24EP              0x00001C11
PIC24EP32MC203               Others/PIC24EP              0x00001C12
PIC24EP32MC204               Others/PIC24EP              0x00001C10
PIC24EP64GP202               Others/PIC24EP              0x00001D39
PIC24EP64GP203               Others/PIC24EP              0x00001D3A
PIC24EP64GP204               Others/PIC24EP              0x00001D38
PIC24EP64GP206               Others/PIC24EP              0x00001D3B
PIC24EP64MC202               Others/PIC24EP              0x00001D31
PIC24EP64MC203               Others/PIC24EP              0x00001D32
PIC24EP64MC204               Others/PIC24EP              0x00001D30
PIC24EP64MC206               Others/PIC24EP              0x00001D33
PIC24EP128GP202              Others/PIC24EP              0x00001E59
PIC24EP128GP204              Others/PIC24EP              0x00001E58
PIC24EP128GP206              Others/PIC24EP              0x00001E5B
PIC24EP128MC202              Others/PIC24EP              0x00001E51
PIC24EP128MC204              Others/PIC24EP              0x00001E50
PIC24EP128MC206              Others/PIC24EP              0x00001E53
PIC24EP256GP202              Others/PIC24EP              0x00001F79
PIC24EP256GP204              Others/PIC24EP              0x00001F78
PIC24EP256GP206              Others/PIC24EP              0x00001F7B
PIC24EP256GU810              Others/PIC24EP              0x00001826
PIC24EP256GU814              Others/PIC24EP              0x00001827
PIC24EP256MC202              Others/PIC24EP              0x00001F71
PIC24EP256MC204              Others/PIC24EP              0x00001F70
PIC24EP256MC206              Others/PIC24EP              0x00001F73
PIC24EP512GP202              Others/PIC24EP              0x00001799
PIC24EP512GP204              Others/PIC24EP              0x00001798
PIC24EP512GP206              Others/PIC24EP              0x0000179B
PIC24EP512GP806              Others/PIC24EP              0x0000183D
PIC24EP512GP810              Others/PIC24EP              0x00001836
PIC24EP512GP814              Others/PIC24EP              0x00001837
PIC24EP512MC202              Others/PIC24EP              0x00001791
PIC24EP512MC204              Others/PIC24EP              0x00001790
PIC24EP512MC206              Others/PIC24EP              0x00001793
DSPIC33FJ06GS101             Others/dsPIC33              0x00000C00
DSPIC33FJ06GS102             Others/dsPIC33              0x00000C01
DSPIC33FJ06GS202             Others/dsPIC33              0x00000C02
DSPIC33FJ12GP201             Others/dsPIC33              0x00000802
DSPIC33FJ12GP202             Others/dsPIC33              0x00000803
DSPIC33FJ12MC201             Others/dsPIC33              0x00000800
DSPIC33FJ12MC202             Others/dsPIC33              0x00000801
DSPIC33FJ16GP304             Others/dsPIC33              0x00000F07
DSPIC33FJ16GS402             Others/dsPIC33              0x00000C04
DSPIC33FJ16GS404             Others/dsPIC33              0x00000C06
DSPIC33FJ16GS502             Others/dsPIC33              0x00000C03
DSPIC33FJ16GS504             Others/dsPIC33              0x00000C05
DSPIC33FJ16MC304             Others/dsPIC33              0x00000F03
DSPIC33FJ32GP202             Others/dsPIC33              0x00000F0D
DSPIC33FJ32GP204             Others/dsPIC33              0x00000F0F
DSPIC33FJ32GP302             Others/dsPIC33              0x00000605
DSPIC33FJ32GP304             Others/dsPIC33              0x00000607
DSPIC33FJ32MC202             Others/dsPIC33              0x00000F09
DSPIC33FJ32MC204             Others/dsPIC33              0x00000F0B
DSPIC33FJ32MC302             Others/dsPIC33              0x00000601
DSPIC33FJ32MC304             Others/dsPIC33              0x00000603
DSPIC33FJ64GP202             Others/dsPIC33              0x00000615
DSPIC33FJ64GP204             Others/dsPIC33              0x00000617
DSPIC33FJ64GP206(A)          Others/dsPIC33              0x000000C1
DSPIC33FJ64GP306(A)          Others/dsPIC33              0x000000CD
DSPIC33FJ64GP310(A)          Others/dsPIC33              0x000000CF
DSPIC33FJ64GP706(A)          Others/dsPIC33              0x000000D5
DSPIC33FJ64GP708(A)          Others/dsPIC33              0x000000D6
DSPIC33FJ64GP710(A)          Others/dsPIC33              0x000000D7
DSPIC33FJ64GP802             Others/dsPIC33              0x0000061D
DSPIC33FJ64GP804             Others/dsPIC33              0x0000061F
DSPIC33FJ64GS608             Others/dsPIC33              0x00004005
DSPIC33FJ64MC202             Others/dsPIC33              0x00000611
DSPIC33FJ64MC204             Others/dsPIC33              0x00000613
DSPIC33FJ64MC506             Others/dsPIC33              0x00000089
DSPIC33FJ64MC508             Others/dsPIC33              0x0000008A
DSPIC33FJ64MC510             Others/dsPIC33              0x0000008B
DSPIC33FJ64MC706             Others/dsPIC33              0x00000091
DSPIC33FJ64MC710             Others/dsPIC33              0x00000097
DSPIC33FJ64MC802             Others/dsPIC33              0x00000619
DSPIC33FJ64MC804             Others/dsPIC33              0x0000061B
DSPIC33FJ128GP202            Others/dsPIC33              0x00000625
DSPIC33FJ128GP204            Others/dsPIC33              0x00000627
DSPIC33FJ128GP206(A)         Others/dsPIC33              0x000000D9
DSPIC33FJ128GP306(A)         Others/dsPIC33              0x000000E5
DSPIC33FJ128GP310(A)         Others/dsPIC33              0x000000E7
DSPIC33FJ128GP706(A)         Others/dsPIC33              0x000000ED
DSPIC33FJ128GP708(A)         Others/dsPIC33              0x000000EE
DSPIC33FJ128GP710(A)         Others/dsPIC33              0x000000EF
DSPIC33FJ128GP802            Others/dsPIC33              0x0000062D
DSPIC33FJ128GP804            Others/dsPIC33              0x0000062F
DSPIC33FJ128MC202            Others/dsPIC33              0x00000621
DSPIC33FJ128MC204            Others/dsPIC33              0x00000623
DSPIC33FJ128MC506            Others/dsPIC33              0x000000A1
DSPIC33FJ128MC510            Others/dsPIC33              0x000000A3
DSPIC33FJ128MC706            Others/dsPIC33              0x000000A9
DSPIC33FJ128MC708            Others/dsPIC33              0x000000AE
DSPIC33FJ128MC710            Others/dsPIC33              0x000000AF
DSPIC33FJ128MC802            Others/dsPIC33              0x00000629
DSPIC33FJ128MC804            Others/dsPIC33              0x0000062B
DSPIC33FJ256GP506            Others/dsPIC33              0x000000F5
DSPIC33FJ256GP506A           Others/dsPIC33              0x000007F5
DSPIC33FJ256GP510            Others/dsPIC33              0x000000F7
DSPIC33FJ256GP510A           Others/dsPIC33              0x000007F7
DSPIC33FJ256GP710            Others/dsPIC33              0x000000FF
DSPIC33FJ256GP710A           Others/dsPIC33              0x000007FF
DSPIC33FJ256MC510            Others/dsPIC33              0x000000B7
DSPIC33FJ256MC510A           Others/dsPIC33              0x000007B7
DSPIC33FJ256MC710            Others/dsPIC33              0x000000BF
DSPIC33FJ256MC710A           Others/dsPIC33              0x000007BF
DSPIC33CK32MP202             Others/dsPIC33CK            0x00007C00
DSPIC33CK32MP203             Others/dsPIC33CK            0x00007C01
DSPIC33CK32MP205             Others/dsPIC33CK            0x00007C02
DSPIC33CK32MP206             Others/dsPIC33CK            0x00007C03
DSPIC33CK32MP502             Others/dsPIC33CK            0x00007C40
DSPIC33CK32MP503             Others/dsPIC33CK            0x00007C41
DSPIC33CK32MP505             Others/dsPIC33CK            0x00007C42
DSPIC33CK32MP506             Others/dsPIC33CK            0x00007C43
DSPIC33CK64MP202             Others/dsPIC33CK            0x00007C10
DSPIC33CK64MP203             Others/dsPIC33CK            0x00007C11
DSPIC33CK64MP205             Others/dsPIC33CK            0x00007C12
DSPIC33CK64MP206             Others/dsPIC33CK            0x00007C13
DSPIC33CK64MP208             Others/dsPIC33CK            0x00007C14
DSPIC33CK64MP502             Others/dsPIC33CK            0x00007C50
DSPIC33CK64MP503             Others/dsPIC33CK            0x00007C51
DSPIC33CK64MP505             Others/dsPIC33CK            0x00007C52
DSPIC33CK64MP506             Others/dsPIC33CK            0x00007C53
DSPIC33CK64MP508             Others/dsPIC33CK            0x00007C54
DSPIC33CK128MC102            Others/dsPIC33CK            0x0000A200
DSPIC33CK128MC103            Others/dsPIC33CK            0x0000A201
DSPIC33CK128MC105            Others/dsPIC33CK            0x0000A202
DSPIC33CK128MC106            Others/dsPIC33CK            0x0000A203
DSPIC33CK128MC502            Others/dsPIC33CK            0x0000A240
DSPIC33CK128MC503            Others/dsPIC33CK            0x0000A241
DSPIC33CK128MC505            Others/dsPIC33CK            0x0000A242
DSPIC33CK128MC506            Others/dsPIC33CK            0x0000A243
DSPIC33CK128MP202            Others/dsPIC33CK            0x00007C20
DSPIC33CK128MP203            Others/dsPIC33CK            0x00007C21
DSPIC33CK128MP205            Others/dsPIC33CK            0x00007C22
DSPIC33CK128MP206            Others/dsPIC33CK            0x00007C23
DSPIC33CK128MP208            Others/dsPIC33CK            0x00007C24
DSPIC33CK128MP502            Others/dsPIC33CK            0x00007C60
DSPIC33CK128MP503            Others/dsPIC33CK            0x00007C61
DSPIC33CK128MP505            Others/dsPIC33CK            0x00007C62
DSPIC33CK128MP506            Others/dsPIC33CK            0x00007C63
DSPIC33CK128MP508            Others/dsPIC33CK            0x00007C64
DSPIC33CK256MC102            Others/dsPIC33CK            0x0000A210
DSPIC33CK256MC103            Others/dsPIC33CK            0x0000A211
DSPIC33CK256MC105            Others/dsPIC33CK            0x0000A212
DSPIC33CK256MC106            Others/dsPIC33CK            0x0000A213
DSPIC33CK256MC502            Others/dsPIC33CK            0x0000A250
DSPIC33CK256MC503            Others/dsPIC33CK            0x0000A251
DSPIC33CK256MC505            Others/dsPIC33CK            0x0000A252
DSPIC33CK256MC506            Others/dsPIC33CK            0x0000A253
DSPIC33CK256MP202            Others/dsPIC33CK            0x00007C30
DSPIC33CK256MP203            Others/dsPIC33CK            0x00007C31
DSPIC33CK256MP205            Others/dsPIC33CK            0x00007C32
DSPIC33CK256MP206            Others/dsPIC33CK            0x00007C33
DSPIC33CK256MP208            Others/dsPIC33CK            0x00007C34
DSPIC33CK256MP305            Others/dsPIC33CK            0x00009F02
DSPIC33CK256MP306            Others/dsPIC33CK            0x00009F03
DSPIC33CK256MP308            Others/dsPIC33CK            0x00009F04
DSPIC33CK256MP405            Others/dsPIC33CK            0x0000A002
DSPIC33CK256MP406            Others/dsPIC33CK            0x0000A003
DSPIC33CK256MP408            Others/dsPIC33CK            0x0000A004
DSPIC33CK256MP410            Others/dsPIC33CK            0x0000A005
DSPIC33CK256MP502            Others/dsPIC33CK            0x00007C70
DSPIC33CK256MP503            Others/dsPIC33CK            0x00007C71
DSPIC33CK256MP505            Others/dsPIC33CK            0x00007C72
DSPIC33CK256MP506            Others/dsPIC33CK            0x00007C73
DSPIC33CK256MP508            Others/dsPIC33CK            0x00007C74
DSPIC33CK256MP605            Others/dsPIC33CK            0x00009F42
DSPIC33CK256MP606            Others/dsPIC33CK            0x00009F43
DSPIC33CK256MP608            Others/dsPIC33CK            0x00009F44
DSPIC33CK256MP705            Others/dsPIC33CK            0x0000A042
DSPIC33CK256MP706            Others/dsPIC33CK            0x0000A043
DSPIC33CK256MP708            Others/dsPIC33CK            0x0000A044
DSPIC33CK256MP710            Others/dsPIC33CK            0x0000A045
DSPIC33CK512MP305            Others/dsPIC33CK            0x00009F12
DSPIC33CK512MP306            Others/dsPIC33CK            0x00009F13
DSPIC33CK512MP308            Others/dsPIC33CK            0x00009F14
DSPIC33CK512MP405            Others/dsPIC33CK            0x0000A012
DSPIC33CK512MP406            Others/dsPIC33CK            0x0000A013
DSPIC33CK512MP408            Others/dsPIC33CK            0x0000A014
DSPIC33CK512MP410            Others/dsPIC33CK            0x0000A015
DSPIC33CK512MP605            Others/dsPIC33CK            0x00009F52
DSPIC33CK512MP606            Others/dsPIC33CK            0x00009F53
DSPIC33CK512MP608            Others/dsPIC33CK            0x00009F54
DSPIC33CK512MP705            Others/dsPIC33CK            0x0000A052
DSPIC33CK512MP706            Others/dsPIC33CK            0x0000A053
DSPIC33CK512MP708            Others/dsPIC33CK            0x0000A054
DSPIC33CK512MP710            Others/dsPIC33CK            0x0000A055
DSPIC33CK1024MP405           Others/dsPIC33CK            0x0000A022
DSPIC33CK1024MP406           Others/dsPIC33CK            0x0000A023
DSPIC33CK1024MP408           Others/dsPIC33CK            0x0000A024
DSPIC33CK1024MP410           Others/dsPIC33CK            0x0000A025
DSPIC33CK1024MP705           Others/dsPIC33CK            0x0000A062
DSPIC33CK1024MP706           Others/dsPIC33CK            0x0000A063
DSPIC33CK1024MP708           Others/dsPIC33CK            0x0000A064
DSPIC33CK1024MP710           Others/dsPIC33CK            0x0000A065
DSPIC33EV32GM002             Others/dsPIC33EV            0x00005D01
DSPIC33EV32GM003             Others/dsPIC33EV            0x00005D02
DSPIC33EV32GM004             Others/dsPIC33EV            0x00005D00
DSPIC33EV32GM006             Others/dsPIC33EV            0x00005D03
DSPIC33EV32GM102             Others/dsPIC33EV            0x00005D09
DSPIC33EV32GM103             Others/dsPIC33EV            0x00005D0A
DSPIC33EV32GM104             Others/dsPIC33EV            0x00005D08
DSPIC33EV32GM106             Others/dsPIC33EV            0x00005D0B
DSPIC33EV64GM002             Others/dsPIC33EV            0x00005D11
DSPIC33EV64GM003             Others/dsPIC33EV            0x00005D12
DSPIC33EV64GM004             Others/dsPIC33EV            0x00005D10
DSPIC33EV64GM006             Others/dsPIC33EV            0x00005D13
DSPIC33EV64GM102             Others/dsPIC33EV            0x00005D19
DSPIC33EV64GM103             Others/dsPIC33EV            0x00005D1A
DSPIC33EV64GM104             Others/dsPIC33EV            0x00005D18
DSPIC33EV64GM106             Others/dsPIC33EV            0x00005D1B
DSPIC33EV128GM002            Others/dsPIC33EV            0x00005D21
DSPIC33EV128GM003            Others/dsPIC33EV            0x00005D22
DSPIC33EV128GM004            Others/dsPIC33EV            0x00005D20
DSPIC33EV128GM006            Others/dsPIC33EV            0x00005D23
DSPIC33EV128GM102            Others/dsPIC33EV            0x00005D29
DSPIC33EV128GM103            Others/dsPIC33EV            0x00005D2A
DSPIC33EV128GM104            Others/dsPIC33EV            0x00005D28
DSPIC33EV128GM106            Others/dsPIC33EV            0x00005D2B
DSPIC33EV256GM002            Others/dsPIC33EV            0x00005D31
DSPIC33EV256GM003            Others/dsPIC33EV            0x00005D32
DSPIC33EV256GM004            Others/dsPIC33EV            0x00005D30
DSPIC33EV256GM006            Others/dsPIC33EV            0x00005D33
DSPIC33EV256GM102            Others/dsPIC33EV            0x00005D39
DSPIC33EV256GM103            Others/dsPIC33EV            0x00005D3A
DSPIC33EV256GM104            Others/dsPIC33EV            0x00005D38
DSPIC33EV256GM106            Others/dsPIC33EV            0x00005D3B
DSPIC30F2010                 Others/dsPIC30              0x00000040
DSPIC30F2011                 Others/dsPIC30              0x00000240
DSPIC30F2012                 Others/dsPIC30              0x00000241
DSPIC30F3010                 Others/dsPIC30              0x000001C0
DSPIC30F3011                 Others/dsPIC30              0x000001C1
DSPIC30F3012                 Others/dsPIC30              0x000000C1
DSPIC30F3013                 Others/dsPIC30              0x000000C3
DSPIC30F3014                 Others/dsPIC30              0x00000160
DSPIC30F4011                 Others/dsPIC30              0x00000101
DSPIC30F4012                 Others/dsPIC30              0x00000100
DSPIC30F4013                 Others/dsPIC30              0x00000141
DSPIC30F5011                 Others/dsPIC30              0x00000080
DSPIC30F5013                 Others/dsPIC30              0x00000081
DSPIC30F5015                 Others/dsPIC30              0x00000200
DSPIC30F5016                 Others/dsPIC30              0x00000201
DSPIC30F6010                 Others/dsPIC30              0x00000188
DSPIC30F6010A                Others/dsPIC30              0x00000281
DSPIC30F6011                 Others/dsPIC30              0x00000192
DSPIC30F6011A                Others/dsPIC30              0x000002C0
DSPIC30F6012                 Others/dsPIC30              0x00000193
DSPIC30F6012A                Others/dsPIC30              0x000002C2
DSPIC30F6013                 Others/dsPIC30              0x00000197
DSPIC30F6013A                Others/dsPIC30              0x000002C1
DSPIC30F6014                 Others/dsPIC30              0x00000198
DSPIC30F6014A                Others/dsPIC30              0x000002C3
DSPIC30F6015                 Others/dsPIC30              0x00000280
DSPIC30F1010                 Others/dsPIC30 SMPS         0x00000404
DSPIC30F2020                 Others/dsPIC30 SMPS         0x00000400
DSPIC30F2023                 Others/dsPIC30 SMPS         0x00000403
HCS200                       Others/KEELOQ?? HCS         0xFFFFFFFF
HCS201                       Others/KEELOQ?? HCS         0xFFFFFFFF
HCS300                       Others/KEELOQ?? HCS         0xFFFFFFFF
HCS301                       Others/KEELOQ?? HCS         0xFFFFFFFF
HCS320                       Others/KEELOQ?? HCS         0xFFFFFFFF
HCS360                       Others/KEELOQ?? HCS         0xFFFFFF36
HCS361                       Others/KEELOQ?? HCS         0xFFFFFF36
HCS362                       Others/KEELOQ?? HCS         0xFFFFFFFF
MCP25020                     Others/MCP250xx             0xFFFFFFFF
MCP25025                     Others/MCP250xx             0xFFFFFFFF
MCP25050                     Others/MCP250xx             0xFFFFFFFF
MCP25055                     Others/MCP250xx             0xFFFFFFFF
PIC32MX110F016B              PIC32                       0x04A07053
PIC32MX110F016C              PIC32                       0x04A09053
PIC32MX110F016D              PIC32                       0x04A0B053
PIC32MX120F032B              PIC32                       0x04A06053
PIC32MX120F032C              PIC32                       0x04A08053
PIC32MX120F032D              PIC32                       0x04A0A053
PIC32MX120F064H              PIC32                       0x06A50053
PIC32MX130F064B              PIC32                       0x04D07053
PIC32MX130F064C              PIC32                       0x04D09053
PIC32MX130F064D              PIC32                       0x04D0B053
PIC32MX130F128H              PIC32                       0x06A00053
PIC32MX130F128L              PIC32                       0x06A01053
PIC32MX130F256B              PIC32                       0x06703053
PIC32MX130F256D              PIC32                       0x06705053
PIC32MX150F128B              PIC32                       0x04D06053
PIC32MX150F128C              PIC32                       0x04D08053
